WB1M,WB1Y,WB2,WB3,WB4,WB5,WB7,WAGE,WB8,MT6,MT9,MT10,MT13A,MT13B,MT13C,MT13D,MT13E,MT13X,CM1,CM5A,CM5B,CM6,CM7A,CM7B,CM8,CM9A,CM9B,CM10,CM12M,DB1,DB2,MN20,MN24,CP1,CP2,CP2A,CP5,DV1A,DV1B,DV1C,DV1D,DV1E,DV1F,DV1G,DV1H,DV1I,MA1,MA5,MA6,MA8M,MA8Y,MA9,SB1,SB14,SB15,HA1,HA2,HA3,HA4,HA5,HA6,HA7,HA8A,HA8B,HA8C,HA8BB,HA9,HA9A,HA10,HA11,HA12,HA12A,HA12B,HA12C,HA12D,HH7,WAGEM,MSTATUS,CEB,CSURV,CDEAD,wmweight,welevel,wscore,windex5
11,1998,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,.7589534656148526,Primary,-.4113072509274264,Second
5,1995,19,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,7,No,Later,Average,Yes,No,Yes,,Yes,Yes,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Hhohho,,Never married/in union,1,1,0,.7589534656148526,Secondary,-.4113072509274264,Second
1,1996,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,Yes,,,Yes,1,0,No,,,1,12,Yes,,Average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,16,,3,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,1,1,0,.7589534656148526,Secondary,-1.564965837264637,Poorest
2,1995,19,Yes,Secondary,3,,15-19,Christianity,No,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,DK,No,No,"Yes, currently married",,,12,2013,,17,,1,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Hhohho,18,Currently married/in union,0,0,0,.7589534656148526,Secondary,-1.255360017769665,Poorest
8,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DK,DK,DK,Yes,Yes,DK / Not sure / Depends,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,DK / Not sure / Depends,DK / Not sure / Depends,Hhohho,,Never married/in union,0,0,0,.7589534656148526,Primary,.3515800357910372,Fourth
2,1998,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.9981815031848746,Secondary,.2480295874921994,Middle
4,1998,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.9618331571305238,Secondary,.4623242403749494,Fourth
2,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,.9618331571305238,Primary,-1.350781636034161,Poorest
10,1997,17,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,Hhohho,,Never married/in union,0,0,0,1.060253294139228,Higher,1.583217981220135,Richest
2,1997,17,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,1.693639091363729,Higher,.3250401579842839,Fourth
7,1995,19,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,Yes,1,0,No,,,No,,,1,5,No,Later,Average,Yes,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,Hhohho,,Never married/in union,1,1,0,1.693639091363729,Secondary,.9528734562687219,Richest
4,1996,18,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes, , ,C, , , ,Yes,1,0,No,,,No,,,1,11,No,Later,Average,Yes,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Hhohho,,Never married/in union,1,1,0,1.693639091363729,Higher,1.690883140431291,Richest
2,1997,17,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.304559840645035,Secondary,-.3525811055765417,Second
10,1997,16,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,No,No,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,1.078258643798447,Primary,.506356437552751,Fourth
12,1998,15,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,.698151341370954,Secondary,1.001046518419213,Richest
4,1999,15,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C,D,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,DK,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Hhohho,,Never married/in union,0,0,0,1.06547485710743,Secondary,1.654412512883653,Richest
11,1994,19,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,19,,1,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.06547485710743,Higher,1.900710807474274,Richest
11,1994,19,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,DK / Not sure / Depends,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Hhohho,,Never married/in union,0,0,0,1.06547485710743,Higher,1.900710807474274,Richest
4,1995,19,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes, , ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,Yes,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,1.742170592516451,Higher,.5003919034371612,Fourth
12,1997,16,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.7836721913539911,Higher,-.7168895438526809,Second
11,1994,19,Yes,High,2,,15-19,Christianity,Yes,No,, , , , , , ,Yes,1,0,No,,,No,,,1,4,No,Later,Very small,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Hhohho,,Never married/in union,1,1,0,.7836721913539911,Higher,-1.049216364106924,Poorest
10,1996,17,Yes,High,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,.7836721913539911,Higher,-.3894270863010202,Second
2,1996,18,Yes,Primary,7,Cannot read at all,15-19,Christianity,No,No,, , , , , , ,Yes,,,Yes,1,0,No,,,1,5,,,,,"Yes, currently pregnant",,No,,Yes,Yes,Yes,No,No,No,Yes,No,No,"Yes, living with a man",,,5,2013,,13,,2,Yes,No,Yes,No,DK,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,17,Currently married/in union,1,1,0,1.771454941507469,Primary,.8414019548898757,Fourth
11,1996,17,Yes,Secondary,2,,15-19,Christianity,No,Yes,Yes,A, ,C, ,E, ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Hhohho,,Never married/in union,0,0,0,1.615891560667,Secondary,.7809360100257873,Fourth
3,1996,18,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,1.615891560667,Higher,-.1410380112090425,Middle
11,1994,19,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.7714400551726072,Secondary,.697875920512209,Fourth
11,1997,16,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,No,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,.8505891716403849,Secondary,1.199997939771449,Richest
5,1995,19,Yes,Tertiary,1,,15-19,Christianity,Yes,Yes,Yes, , ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,.6212896652175785,Tertiary,1.758869099415481,Richest
12,1994,19,Yes,Tertiary,0,,15-19,Christianity,Yes,Yes,Yes,A,B,C, , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.152512853510883,Tertiary,1.737112327848663,Richest
1,1997,17,Yes,High,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,"Yes, currently pregnant",,Yes,,Yes,Yes,No,No,Yes,No,Yes,No,Yes,"Yes, living with a man",,,6,2014,,17,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,17,Currently married/in union,0,0,0,1.573664319735031,Higher,.8623915312180612,Fourth
4,1996,18,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,Yes,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.193204110706722,Higher,1.489138106219903,Richest
3,1998,16,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.305464357395561,Secondary,1.487452983395374,Richest
4,1997,17,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,1.305464357395561,Secondary,1.487452983395374,Richest
5,1999,15,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,1.099811063763195,Secondary,1.064364886178182,Richest
6,1996,18,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hhohho,,Never married/in union,0,0,0,1.099811063763195,Primary,1.687673035934197,Richest
4,1995,19,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,Yes,No,Yes,No,No,No,DK,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,No,No,No,No,Yes,No,No,DK,Yes,Yes,Yes,No,Yes,No,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.099811063763195,Higher,1.902007894595951,Richest
2,1996,18,Yes,High,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,DK,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.099811063763195,Higher,1.902007894595951,Richest
6,1997,17,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,DK,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,No,Yes,No,Yes,No,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,1.099811063763195,Higher,1.680470889681411,Richest
10,1994,19,Yes,Secondary,2,,15-19,Christianity,No,Yes,Yes, , ,C, , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hhohho,,Never married/in union,0,0,0,1.268422448937416,Secondary,1.183432946177131,Richest
5,1998,16,Yes,High,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,DK,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,No,,Hhohho,,Never married/in union,0,0,0,.5813071725783536,Higher,.9969769023485148,Richest
5,1999,15,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Primary,.5359007640241862,Fourth
8,1995,19,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Higher,.7291569262805588,Fourth
1,1996,18,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,6,No,Later,Average,Yes,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,16,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Hhohho,,Never married/in union,1,1,0,.3413434771011067,Primary,.7291569262805588,Fourth
9,1996,18,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,DK,DK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Higher,-.5225554932378512,Second
11,1994,19,Yes,High,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Higher,-.0335085021116299,Middle
10,1996,18,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Higher,-.0335085021116299,Middle
12,1998,15,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,No,,,,,,,,,,,,,,,,,,,,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Secondary,-.0335085021116299,Middle
9,1999,15,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Secondary,-.0335085021116299,Middle
4,1999,15,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Hhohho,,Never married/in union,0,0,0,.3413434771011067,Secondary,-.0335085021116299,Middle
6,1998,16,Yes,Primary,4,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,No,,,,,,,,,,,,,,,,,,,,Hhohho,,Never married/in union,0,0,0,1.348253232436974,Primary,1.629486094867574,Richest
1,1998,16,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,1.621331641379717,Higher,2.024538500406686,Richest
6,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,1.621331641379717,Primary,2.112507263931068,Richest
2,1995,19,Yes,High,2,,15-19,Christianity,No,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,Yes,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,DK,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Hhohho,,Never married/in union,0,0,0,.5306858523935273,Higher,.0543039430425024,Middle
7,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,DK,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.5306858523935273,Primary,.2051231010213045,Middle
10,1996,17,Yes,Secondary,1,,15-19,Christianity,No,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,0,0,0,.9799115758214126,Secondary,-.3184940455656336,Middle
3,1996,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Hhohho,,Never married/in union,0,0,0,.9799115758214126,Secondary,-1.251059971530134,Poorest
12,1996,17,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Hhohho,,Never married/in union,0,0,0,.9799115758214126,Secondary,.2059722923614988,Middle
7,1996,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,Yes,No,Hhohho,,Never married/in union,0,0,0,.9799115758214126,Secondary,.2059722923614988,Middle
1,1995,19,Yes,Primary,7,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,4,Yes,,Average,Yes,No,Yes,,,Yes,No,Yes,No,No,No,No,No,No,"No, not in union",No,,,,,17,,2,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Hhohho,,Never married/in union,1,1,0,.9799115758214126,Primary,-.5259566175316972,Second
